#{"t_start": 1762118954.1241758, "env_id": "None"}
r,l,t
3.007193,40,15.123033
23.810789,40,15.453588
4.007193,40,15.461203
12.624561,40,15.468878
12.124561,40,15.476071
12.424561,40,15.483236
-1.158147,40,15.490223
22.817507,40,15.497187
-6.261484,40,15.504609
24.310789,40,15.512212
4.007193,40,15.519788
23.817507,40,15.527309
-2.798597,40,15.534919
23.817507,40,15.542804
13.124561,40,15.550269
23.710789,40,15.55797
13.926198,40,15.565761
12.524561,40,15.573463
11.524561,40,15.580702
3.307193,40,15.58849
12.824561,40,15.596088
23.817507,40,15.60388
-1.011239,40,15.611529
23.517507,40,15.619099
12.926198,40,15.626399
-2.753268,40,15.633676
24.517507,40,15.640831
12.626198,40,15.648006
12.626198,40,15.655259
23.710789,40,15.662288
4.078338,40,15.669629
12.524561,40,15.67688
11.124561,40,15.68413
2.607193,40,15.691313
23.310789,40,15.698844
24.310789,40,15.706457
13.824561,40,15.713887
24.210789,40,15.721488
11.524561,40,15.728634
24.517507,40,15.735714
24.310789,40,15.742827
23.217507,40,15.749949
12.824561,40,15.757413
13.926198,40,15.764658
24.317507,40,15.77179
-1.803282,40,15.778847
4.007193,40,15.785985
3.107193,40,15.793699
2.307193,40,15.801026
11.924561,40,15.80818
13.824561,40,15.815216
3.678338,40,15.822252
13.424561,40,16.166337
23.610789,40,16.174384
3.478338,40,16.181879
4.407193,40,16.189068
24.517507,40,16.196404
12.726198,40,16.203702
12.626198,40,16.211095
23.817507,40,16.218497
22.710789,40,16.226302
22.217507,40,16.234084
5.005745,40,16.241807
12.524561,40,16.249243
4.178338,40,16.25676
23.817507,40,16.264084
1.036325,40,16.272262
24.410789,40,16.279914
13.424561,40,16.287559
10.726198,40,16.295091
13.824561,40,16.302404
13.226198,40,16.30978
23.710789,40,16.316619
23.717507,40,16.323929
9.126198,40,16.331362
24.310789,40,16.338746
20.710789,40,16.345722
13.424561,40,16.352669
4.178338,40,16.359678
12.824561,40,16.366638
11.926198,40,16.373562
12.126198,40,16.380368
12.524561,40,16.387262
23.310789,40,16.394593
12.626198,40,16.401769
11.926198,40,16.410416
-0.867379,40,16.418253
4.178338,40,16.425613
12.524561,40,16.432452
4.107193,40,16.439239
4.107193,40,16.446317
22.010789,40,16.453296
23.710789,40,16.460375
22.810789,40,16.467628
24.310789,40,16.474871
24.310789,40,16.481939
12.626198,40,16.489978
24.810789,40,16.497224
23.017507,40,16.504432
23.010789,40,16.51158
21.710789,40,16.518922
12.524561,40,16.525908
3.607193,40,16.533005
23.710789,40,16.874055
-1.694596,40,16.881467
-2.137373,40,16.888627
2.662609,40,16.895793
12.124561,40,16.903
23.710789,40,16.910327
13.824561,40,16.917567
2.088254,40,16.924616
12.524561,40,16.932308
22.310789,40,16.939575
23.710789,40,16.946915
23.510789,40,16.954604
13.926198,40,16.962011
23.817507,40,16.96938
10.424561,40,16.976587
3.078338,40,16.984019
23.210789,40,16.991188
13.824561,40,16.998504
-1.140531,40,17.005658
-1.853728,40,17.013253
2.307193,40,17.020599
12.624561,40,17.027852
13.424561,40,17.035211
12.424561,40,17.043235
23.517507,40,17.050607
2.87909,40,17.057746
23.710789,40,17.064882
22.210789,40,17.07195
12.524561,40,17.078987
13.424561,40,17.086133
13.124561,40,17.093188
4.078338,40,17.100205
-0.08063,40,17.107276
13.926198,40,17.114529
24.310789,40,17.121722
23.217507,40,17.128919
11.824561,40,17.136145
13.924561,40,17.143339
4.007193,40,17.150521
12.626198,40,17.157674
-2.600373,40,17.165037
12.824561,40,17.172118
24.310789,40,17.179621
21.210789,40,17.186742
24.310789,40,17.193692
23.710789,40,17.200551
12.126198,40,17.207433
24.310789,40,17.2143
12.524561,40,17.221174
24.517507,40,17.228096
13.926198,40,17.235224
21.610789,40,17.242821
4.407193,40,17.578443
23.710789,40,17.585833
13.424561,40,17.594399
22.810789,40,17.602374
23.017507,40,17.609522
13.326198,40,17.616568
13.424561,40,17.623428
13.124561,40,17.63027
24.517507,40,17.637338
23.710789,40,17.644341
0.62275,40,17.65125
23.510789,40,17.658558
-2.098907,40,17.665871
21.510789,40,17.672912
13.926198,40,17.680015
13.124561,40,17.687161
23.710789,40,17.694374
23.710789,40,17.701484
1.293927,40,17.708391
21.617507,40,17.715762
24.310789,40,17.722915
12.824561,40,17.730166
12.824561,40,17.737165
12.924561,40,17.744251
0.338523,40,17.751369
3.607193,40,17.758436
24.517507,40,17.765538
10.524561,40,17.772579
3.778338,40,17.779652
12.024561,40,17.786808
13.326198,40,17.793868
13.326198,40,17.800852
11.524561,40,17.809348
12.524561,40,17.816863
-0.745242,40,17.823969
24.310789,40,17.831192
1.642824,40,17.838325
12.226198,40,17.845834
12.326198,40,17.853149
13.326198,40,17.860235
23.710789,40,17.867356
24.517507,40,17.874399
23.710789,40,17.881559
20.810789,40,17.888646
12.824561,40,17.895963
11.524561,40,17.902998
2.807193,40,17.910534
12.024561,40,17.917687
12.824561,40,17.924751
20.510789,40,17.93179
3.007193,40,17.938819
13.326198,40,18.276866
23.817507,40,18.28448
-1.017702,40,18.292302
13.824561,40,18.299652
4.007193,40,18.30686
24.517507,40,18.313872
23.710789,40,18.320812
23.217507,40,18.327886
3.407193,40,18.335176
21.110789,40,18.342456
23.010789,40,18.349644
-1.837373,40,18.356842
12.626198,40,18.364051
2.662859,40,18.371664
2.188254,40,18.378912
13.326198,40,18.386034
12.226198,40,18.393294
24.310789,40,18.400292
2.607193,40,18.40726
21.117507,40,18.414075
11.424561,40,18.420903
23.710789,40,18.427824
13.926198,40,18.434799
13.924561,40,18.441983
23.710789,40,18.448956
3.395642,40,18.455787
4.078338,40,18.462564
12.926198,40,18.469325
2.607193,40,18.476153
13.824561,40,18.483115
23.710789,40,18.490264
22.410789,40,18.497159
13.326198,40,18.503918
0.582559,40,18.510853
13.424561,40,18.517734
-3.803706,40,18.524607
22.517507,40,18.531737
24.517507,40,18.539342
13.724561,40,18.546698
23.710789,40,18.553793
3.507193,40,18.560921
23.710789,40,18.568047
12.524561,40,18.575195
13.926198,40,18.582139
23.817507,40,18.589298
21.810789,40,18.59625
3.307193,40,18.603197
13.124561,40,18.610312
22.710789,40,18.617357
24.310789,40,18.624841
21.317507,40,18.632233
-1.05436,40,18.967573
1.580047,40,18.975268
0.756684,40,18.982652
-0.113747,40,18.989927
22.810789,40,18.997622
23.010789,40,19.004743
23.310789,40,19.011988
-1.425181,40,19.019064
13.824561,40,19.026321
21.917507,40,19.033826
-2.02334,40,19.041185
24.517507,40,19.048629
4.007193,40,19.056007
13.824561,40,19.063263
13.926198,40,19.070546
23.710789,40,19.07769
1.069966,40,19.085498
-2.137373,40,19.093363
23.710789,40,19.101567
13.824561,40,19.109368
23.710789,40,19.117416
23.517507,40,19.124917
3.607193,40,19.132047
12.324561,40,19.139307
12.624561,40,19.146491
22.617507,40,19.153881
12.824561,40,19.161325
13.326198,40,19.168721
-28.685496,40,19.176329
-1.259313,40,19.183701
-1.307472,40,19.192764
0.257249,40,19.200548
13.926198,40,19.208258
4.007193,40,19.215777
23.010789,40,19.22287
12.824561,40,19.230223
23.710789,40,19.237778
22.910789,40,19.245218
23.810789,40,19.252507
23.710789,40,19.259723
12.126198,40,19.267031
13.824561,40,19.274076
24.310789,40,19.281144
4.007193,40,19.288342
3.605364,40,19.295512
13.124561,40,19.302892
3.307193,40,19.310079
13.824561,40,19.317148
22.517507,40,19.324733
13.926198,40,19.33181
23.510789,40,19.338792
24.310789,40,19.686322
4.078338,40,19.694062
-2.599,40,19.703204
12.524561,40,19.711069
12.626198,40,19.718717
4.007193,40,19.725999
-0.462149,40,19.733241
-28.831168,40,19.740312
12.626198,40,19.747221
13.326198,40,19.754483
4.778338,40,19.761598
13.424561,40,19.768873
24.310789,40,19.775888
4.007193,40,19.783032
12.824561,40,19.79012
11.826198,40,19.797014
23.810789,40,19.804284
13.424561,40,19.811429
-3.587748,40,19.818586
12.824561,40,19.82574
1.670765,40,19.832874
3.307193,40,19.839977
24.810789,40,19.847158
4.307193,40,19.854271
13.326198,40,19.861362
21.717507,40,19.868867
13.924561,40,19.875947
1.375814,40,19.883065
13.326198,40,19.890216
2.728985,40,19.897257
4.007193,40,19.904521
23.710789,40,19.911504
3.807193,40,19.918802
-1.593089,40,19.926448
-0.517702,40,19.934147
13.926198,40,19.941761
-0.113211,40,19.948841
13.326198,40,19.955656
13.424561,40,19.962495
23.710789,40,19.969263
-4.469255,40,19.976261
-5.81419,40,19.983808
24.517507,40,19.99097
23.710789,40,19.997777
24.517507,40,20.004564
24.517507,40,20.01147
13.424561,40,20.018486
24.310789,40,20.025311
-0.848086,40,20.032268
4.007193,40,20.040952
13.824561,40,20.048382
23.510789,40,20.380564
13.326198,40,20.388598
24.310789,40,20.396432
3.607193,40,20.403817
4.007193,40,20.411128
13.424561,40,20.418639
-0.539341,40,20.426144
13.824561,40,20.433507
24.517507,40,20.440774
24.517507,40,20.448419
13.824561,40,20.456086
24.310789,40,20.463631
0.075814,40,20.471383
13.824561,40,20.478618
12.524561,40,20.486184
13.824561,40,20.493673
23.017507,40,20.50095
24.517507,40,20.507879
4.007193,40,20.515169
22.310789,40,20.522444
24.517507,40,20.530373
24.310789,40,20.538174
4.607193,40,20.545891
12.824561,40,20.553031
4.178338,40,20.559957
24.317507,40,20.566783
13.124561,40,20.573865
3.607193,40,20.580936
13.326198,40,20.587981
12.824561,40,20.595096
13.326198,40,20.602076
23.710789,40,20.609279
-0.963635,40,20.616409
23.210789,40,20.623454
3.287303,40,20.630465
0.506009,40,20.637693
24.310789,40,20.644816
12.824561,40,20.651881
13.326198,40,20.659009
4.078338,40,20.666087
13.824561,40,20.673215
2.359974,40,20.680636
23.710789,40,20.688153
13.926198,40,20.695336
13.424561,40,20.702528
13.124561,40,20.70962
13.926198,40,20.717345
12.126198,40,20.724538
13.424561,40,20.731648
23.310789,40,20.738897
13.824561,40,20.745919
13.824561,40,20.752772
13.124561,40,21.088718
13.824561,40,21.096158
-0.759148,40,21.103195
3.607193,40,21.110163
1.752015,40,21.117145
12.524561,40,21.124481
13.424561,40,21.13176
0.582559,40,21.138884
12.824561,40,21.146224
4.007193,40,21.153367
4.007193,40,21.160439
12.824561,40,21.167638
24.310789,40,21.174881
23.710789,40,21.181862
13.924561,40,21.18862
13.324561,40,21.19538
12.226198,40,21.202145
13.326198,40,21.208952
4.007193,40,21.21688
22.710789,40,21.224152
-2.543065,40,21.231215
13.824561,40,21.238064
23.617507,40,21.244922
13.324561,40,21.251688
13.326198,40,21.258459
23.817507,40,21.265853
13.824561,40,21.273024
24.517507,40,21.280089
23.710789,40,21.287046
23.710789,40,21.294332
13.326198,40,21.301531
-1.289429,40,21.308638
-6.703736,40,21.316827
0.582559,40,21.324381
23.210789,40,21.331617
20.710789,40,21.338606
13.424561,40,21.345792
13.824561,40,21.353106
23.710789,40,21.360395
0.093931,40,21.367436
23.217507,40,21.374603
4.007193,40,21.381734
24.517507,40,21.388649
23.217507,40,21.395668
12.626198,40,21.402667
0.62275,40,21.409767
23.010789,40,21.416746
4.078338,40,21.423854
13.424561,40,21.430986
21.710789,40,21.43846
4.107193,40,21.445726
13.226198,40,21.786933
2.778338,40,21.794558
13.824561,40,21.80178
13.824561,40,21.809039
23.310789,40,21.816317
23.710789,40,21.823408
24.310789,40,21.830515
11.326198,40,21.837783
13.824561,40,21.845027
24.310789,40,21.852112
13.824561,40,21.859345
4.178338,40,21.866434
13.824561,40,21.873493
4.107193,40,21.881071
4.007193,40,21.888543
-1.048086,40,21.895809
22.710789,40,21.903021
3.107193,40,21.910211
23.010789,40,21.917931
0.006237,40,21.925483
13.926198,40,21.932762
4.407193,40,21.940066
24.517507,40,21.947331
2.307193,40,21.954436
3.307193,40,21.961568
24.517507,40,21.968987
24.517507,40,21.976333
13.124561,40,21.985135
24.310789,40,21.992777
2.929756,40,22.000178
12.624561,40,22.007398
24.310789,40,22.014682
13.824561,40,22.022579
23.710789,40,22.029861
13.824561,40,22.037075
4.578338,40,22.044396
13.424561,40,22.051593
24.517507,40,22.058748
23.710789,40,22.065968
-0.48063,40,22.073173
24.517507,40,22.080291
11.926198,40,22.08759
24.310789,40,22.094676
-1.846291,40,22.1017
23.710789,40,22.10878
4.007193,40,22.11582
-3.663864,40,22.123001
12.326198,40,22.13086
13.126198,40,22.138998
3.307193,40,22.146957
13.124561,40,22.15422
13.326198,40,22.488985
23.710789,40,22.497143
3.078338,40,22.504878
4.007193,40,22.512046
13.424561,40,22.519037
3.778338,40,22.526311
24.310789,40,22.534013
4.107193,40,22.541276
13.824561,40,22.548251
13.924561,40,22.555183
4.107193,40,22.562579
4.078338,40,22.569766
23.710789,40,22.576769
4.178338,40,22.583568
24.517507,40,22.590375
13.326198,40,22.59737
13.824561,40,22.604906
13.424561,40,22.61197
24.517507,40,22.618856
23.710789,40,22.626064
13.424561,40,22.633148
24.517507,40,22.640202
23.710789,40,22.647269
13.124561,40,22.654472
24.517507,40,22.661676
11.924561,40,22.668895
13.824561,40,22.67606
4.107193,40,22.683264
13.424561,40,22.690449
-1.368594,40,22.697644
24.310789,40,22.704968
4.078338,40,22.713715
23.817507,40,22.721252
13.824561,40,22.728576
13.824561,40,22.736217
12.824561,40,22.743413
13.926198,40,22.750938
3.078338,40,22.758433
13.926198,40,22.765973
23.710789,40,22.773265
24.310789,40,22.780544
12.824561,40,22.787721
4.078338,40,22.795199
4.007193,40,22.802607
13.926198,40,22.809937
13.926198,40,22.817288
2.607193,40,22.824438
23.710789,40,22.831708
13.424561,40,22.839422
0.243292,40,22.84709
13.926198,40,22.854361
4.007193,40,23.195797
13.326198,40,23.203708
4.107193,40,23.211048
12.624561,40,23.218288
4.178338,40,23.22535
13.926198,40,23.232501
13.824561,40,23.239823
4.078338,40,23.24702
24.310789,40,23.254153
24.517507,40,23.261239
22.017507,40,23.26828
13.926198,40,23.27538
3.307193,40,23.28254
4.107193,40,23.289659
24.517507,40,23.296906
23.010789,40,23.3046
13.424561,40,23.311904
-0.293763,40,23.319178
24.517507,40,23.326473
23.710789,40,23.333619
13.926198,40,23.340765
23.710789,40,23.348268
3.307193,40,23.355501
24.517507,40,23.362821
-2.272716,40,23.370099
13.824561,40,23.377694
13.824561,40,23.385261
13.924561,40,23.392722
24.310789,40,23.400116
4.007193,40,23.407827
24.517507,40,23.416226
23.817507,40,23.42442
13.926198,40,23.43213
1.126985,40,23.439633
24.310789,40,23.44707
24.810789,40,23.45519
24.517507,40,23.462682
23.710789,40,23.47012
3.007193,40,23.477668
24.517507,40,23.485007
21.710789,40,23.492317
13.824561,40,23.49966
11.924561,40,23.506992
0.277368,40,23.514215
-1.432879,40,23.521255
4.107193,40,23.528335
-2.597409,40,23.53536
22.010789,40,23.543191
4.078338,40,23.550461
13.824561,40,23.557768
4.078338,40,23.56503
13.424561,40,23.901518
13.926198,40,23.90952
13.824561,40,23.91754
4.078338,40,23.925677
13.824561,40,23.933009
24.010789,40,23.940232
12.824561,40,23.947479
12.824561,40,23.954675
13.824561,40,23.961969
-1.148086,40,23.969165
24.310789,40,23.976498
4.007193,40,23.983554
-1.92334,40,23.990756
13.424561,40,23.998412
3.076903,40,24.005836
0.449942,40,24.013012
3.607193,40,24.020069
23.517507,40,24.027226
-1.751366,40,24.03442
24.310789,40,24.041706
23.710789,40,24.04894
24.517507,40,24.056015
21.710789,40,24.063011
24.517507,40,24.070012
23.710789,40,24.077043
24.517507,40,24.085635
24.310789,40,24.093133
12.824561,40,24.100396
13.226198,40,24.107591
12.826198,40,24.114876
23.817507,40,24.122269
22.510789,40,24.130616
4.007193,40,24.137731
13.824561,40,24.144705
23.217507,40,24.152002
24.310789,40,24.159286
4.078338,40,24.166448
24.517507,40,24.173667
23.617507,40,24.180718
4.007193,40,24.187699
4.078338,40,24.195029
4.007193,40,24.202251
4.078338,40,24.209271
4.007193,40,24.216499
3.078338,40,24.223466
4.007193,40,24.230879
1.375814,40,24.238132
-1.368594,40,24.245161
13.824561,40,24.25228
24.310789,40,24.259389
4.107193,40,24.266319
13.124561,40,24.273439
12.924561,40,24.608007
23.710789,40,24.615682
24.517507,40,24.623733
0.624539,40,24.631119
12.524561,40,24.638578
13.824561,40,24.645647
22.710789,40,24.652841
23.710789,40,24.659985
24.310789,40,24.667122
2.194828,40,24.674293
24.517507,40,24.681356
2.299648,40,24.688443
13.824561,40,24.695454
13.824561,40,24.702473
13.924561,40,24.709779
13.926198,40,24.71711
4.007193,40,24.724242
24.517507,40,24.731527
4.007193,40,24.738791
23.217507,40,24.746022
4.007193,40,24.753717
2.188254,40,24.760861
4.605364,40,24.767903
4.178338,40,24.775031
-0.717864,40,24.782336
24.517507,40,24.789575
24.310789,40,24.796743
13.926198,40,24.804385
22.810789,40,24.811923
-0.40067,40,24.81998
13.926198,40,24.827651
2.607193,40,24.834695
24.310789,40,24.841748
1.670765,40,24.848912
13.226198,40,24.85601
4.107193,40,24.863041
24.310789,40,24.870144
4.178338,40,24.877338
13.326198,40,24.884356
13.926198,40,24.891484
13.824561,40,24.898553
13.824561,40,24.905567
4.007193,40,24.912726
24.310789,40,24.919737
24.310789,40,24.927252
23.817507,40,24.934535
4.007193,40,24.941936
13.926198,40,24.949403
13.926198,40,24.957075
13.926198,40,24.964633
12.824561,40,24.972449
-1.332486,40,25.298945
24.310789,40,25.306339
24.517507,40,25.313384
13.824561,40,25.320839
13.424561,40,25.327917
4.107193,40,25.334927
13.926198,40,25.341726
-1.738721,40,25.348769
-2.320695,40,25.355797
24.310789,40,25.362856
24.310789,40,25.370429
13.226198,40,25.377599
13.824561,40,25.384616
4.178338,40,25.391492
23.010789,40,25.398505
4.078338,40,25.405613
4.078338,40,25.412536
13.424561,40,25.419507
4.107193,40,25.426678
13.824561,40,25.43388
13.824561,40,25.441032
24.310789,40,25.448104
4.007193,40,25.45517
24.310789,40,25.46242
4.078338,40,25.469522
-5.911424,40,25.476562
24.517507,40,25.483658
13.924561,40,25.490759
23.710789,40,25.497845
4.078338,40,25.50477
4.107193,40,25.512124
23.710789,40,25.520802
24.310789,40,25.528669
3.378338,40,25.536049
24.310789,40,25.543169
24.310789,40,25.550064
-2.266563,40,25.557003
4.007193,40,25.56395
13.824561,40,25.571222
13.124561,40,25.578329
13.824561,40,25.585508
24.810789,40,25.592696
4.078338,40,25.599679
13.824561,40,25.606747
23.817507,40,25.613588
23.710789,40,25.620675
23.710789,40,25.627708
24.310789,40,25.635321
24.310789,40,25.642459
3.107193,40,25.649392
2.728985,40,25.656204
4.078338,40,25.99468
13.424561,40,26.002117
3.607193,40,26.00984
4.007193,40,26.016974
-0.504864,40,26.024092
24.517507,40,26.031088
-1.289429,40,26.037968
13.824561,40,26.04482
4.078338,40,26.051782
0.957249,40,26.05922
13.824561,40,26.066625
4.007193,40,26.073811
13.926198,40,26.080875
23.817507,40,26.087868
23.710789,40,26.094924
13.926198,40,26.101974
-1.148086,40,26.109015
4.078338,40,26.116166
5.107193,40,26.123369
24.310789,40,26.130451
24.310789,40,26.137434
4.607193,40,26.144446
-0.293763,40,26.151391
4.007193,40,26.158451
24.310789,40,26.165588
3.778338,40,26.172621
24.310789,40,26.179765
24.410789,40,26.18708
-1.289429,40,26.194255
4.078338,40,26.202678
24.310789,40,26.210117
23.710789,40,26.217445
4.007193,40,26.224838
24.310789,40,26.231852
13.326198,40,26.238773
-0.417864,40,26.245677
13.824561,40,26.252482
4.078338,40,26.259305
24.517507,40,26.266246
4.107193,40,26.273597
24.310789,40,26.280665
13.326198,40,26.287859
4.007193,40,26.294859
24.517507,40,26.302104
24.410789,40,26.309441
13.926198,40,26.316557
4.007193,40,26.323598
4.078338,40,26.330735
13.326198,40,26.337627
4.078338,40,26.34474
13.326198,40,26.351764
4.178338,40,26.689332
13.924561,40,26.696636
23.817507,40,26.703599
13.024561,40,26.711003
23.710789,40,26.718798
24.310789,40,26.726027
4.508061,40,26.733253
13.424561,40,26.741347
24.310789,40,26.748855
24.310789,40,26.75693
13.824561,40,26.764977
24.517507,40,26.772401
24.310789,40,26.779747
24.310789,40,26.78706
4.178338,40,26.794305
4.078338,40,26.801684
1.671324,40,26.809132
23.710789,40,26.816634
24.310789,40,26.824289
13.824561,40,26.831751
13.824561,40,26.839014
12.524561,40,26.846038
24.310789,40,26.853049
24.310789,40,26.860398
13.824561,40,26.868177
13.824561,40,26.875565
13.926198,40,26.882759
13.124561,40,26.890693
13.824561,40,26.898545
24.517507,40,26.906504
4.107193,40,26.913886
23.710789,40,26.921053
13.124561,40,26.928524
13.824561,40,26.93598
24.310789,40,26.944015
4.007193,40,26.951869
24.310789,40,26.959285
24.517507,40,26.967054
24.310789,40,26.974583
1.722508,40,26.982346
4.078338,40,26.989933
13.926198,40,26.997052
24.310789,40,27.004158
4.007193,40,27.012037
4.078338,40,27.019745
24.310789,40,27.027902
24.310789,40,27.036266
24.310789,40,27.043537
24.310789,40,27.050912
1.670765,40,27.058446
24.310789,40,27.065577
-0.085737,40,27.40591
13.926198,40,27.413255
24.310789,40,27.420237
4.505745,40,27.427209
3.378338,40,27.434104
4.007193,40,27.441051
13.824561,40,27.449482
13.226198,40,27.457214
24.517507,40,27.464376
13.824561,40,27.471319
24.517507,40,27.478667
12.524561,40,27.485666
23.817507,40,27.4927
13.124561,40,27.49975
24.310789,40,27.507442
24.310789,40,27.514635
24.310789,40,27.521689
4.078338,40,27.528538
23.710789,40,27.535424
4.007193,40,27.542544
4.007193,40,27.549993
24.310789,40,27.557155
13.326198,40,27.564106
24.310789,40,27.57095
13.124561,40,27.5778
23.010789,40,27.584628
4.178338,40,27.591745
4.078338,40,27.599147
24.310789,40,27.606435
5.175632,40,27.61321
24.810789,40,27.620438
-0.291039,40,27.627401
13.926198,40,27.634312
13.124561,40,27.641391
13.824561,40,27.648812
13.926198,40,27.656084
0.082136,40,27.663035
4.007193,40,27.669992
4.178338,40,27.676778
13.824561,40,27.683542
13.824561,40,27.690453
24.310789,40,27.697512
2.27788,40,27.704591
23.210789,40,27.711977
24.310789,40,27.71887
24.517507,40,27.725681
23.010789,40,27.732525
23.710789,40,27.739708
4.007193,40,27.746663
4.078338,40,27.754248
11.826198,40,27.761482
13.124561,40,27.768843
13.926198,40,28.106114
24.510789,40,28.113395
24.010789,40,28.120416
4.107193,40,28.128292
-0.445242,40,28.135398
12.626198,40,28.142535
24.310789,40,28.149638
3.078338,40,28.157456
23.710789,40,28.165131
24.517507,40,28.172709
-0.08063,40,28.18082
4.078338,40,28.188667
4.734889,40,28.196179
23.710789,40,28.204267
4.078338,40,28.211473
4.078338,40,28.218585
4.007193,40,28.225694
13.424561,40,28.233688
4.078338,40,28.241366
4.678338,40,28.248785
4.078338,40,28.255938
4.078338,40,28.263761
13.824561,40,28.270913
-0.393697,40,28.278184
22.810789,40,28.286012
4.107193,40,28.294231
4.078338,40,28.301449
13.424561,40,28.308532
13.824561,40,28.315633
13.926198,40,28.322706
4.107193,40,28.330775
0.186756,40,28.338498
23.710789,40,28.345831
13.326198,40,28.352988
24.810789,40,28.361006
24.517507,40,28.367949
4.078338,40,28.37491
4.007193,40,28.381874
4.007193,40,28.389947
23.710789,40,28.397384
13.926198,40,28.404826
13.124561,40,28.412022
13.326198,40,28.420469
4.007193,40,28.427747
13.926198,40,28.43493
2.607193,40,28.442143
24.517507,40,28.450375
13.226198,40,28.457573
24.310789,40,28.46471
23.217507,40,28.471845
22.310789,40,28.478876
4.407193,40,28.809176
13.424561,40,28.817244
4.078338,40,28.824337
25.710789,40,28.831298
3.378338,40,28.838139
23.817507,40,28.845049
23.710789,40,28.851951
1.027375,40,28.858826
23.710789,40,28.865706
13.124561,40,28.872791
13.926198,40,28.87987
3.307193,40,28.886793
24.517507,40,28.893703
13.926198,40,28.9005
3.778338,40,28.907674
24.310789,40,28.915383
13.824561,40,28.922339
4.007193,40,28.929192
13.926198,40,28.936252
22.510789,40,28.944185
4.078338,40,28.951336
13.824561,40,28.959094
-5.529844,40,28.966291
13.824561,40,28.973599
1.271515,40,28.980514
24.310789,40,28.98736
3.778338,40,28.994149
4.407193,40,29.000937
24.517507,40,29.007757
4.007193,40,29.014561
4.007193,40,29.021403
4.007193,40,29.028206
24.310789,40,29.034987
13.326198,40,29.041774
3.607193,40,29.048564
4.007193,40,29.055441
24.517507,40,29.062313
4.407193,40,29.069214
13.424561,40,29.076016
4.078338,40,29.082829
3.707193,40,29.089569
13.824561,40,29.09636
24.517507,40,29.103181
24.310789,40,29.109968
4.407193,40,29.116806
-0.377976,40,29.123678
13.926198,40,29.130518
1.670765,40,29.137321
4.107193,40,29.144161
13.424561,40,29.150966
24.517507,40,29.157752
0.282136,40,29.4839
4.407193,40,29.491051
5.107193,40,29.497958
13.424561,40,29.504864
24.310789,40,29.511786
4.605364,40,29.518625
13.926198,40,29.525485
24.310789,40,29.532321
23.217507,40,29.53912
13.824561,40,29.546003
24.310789,40,29.552825
13.824561,40,29.559743
4.007193,40,29.566788
13.424561,40,29.57362
3.007193,40,29.580476
13.824561,40,29.587236
24.517507,40,29.594042
-5.542022,40,29.600809
24.310789,40,29.607596
13.924561,40,29.614379
1.705566,40,29.621126
23.310789,40,29.627932
13.824561,40,29.634696
-1.494586,40,29.641471
24.517507,40,29.648226
4.007193,40,29.654994
13.824561,40,29.661745
13.926198,40,29.668475
-1.710345,40,29.675276
4.078338,40,29.682042
13.824561,40,29.68882
13.326198,40,29.695542
12.224561,40,29.702273
24.310789,40,29.709003
24.310789,40,29.715814
0.316868,40,29.722596
13.824561,40,29.72935
24.517507,40,29.736362
24.310789,40,29.743198
4.007193,40,29.750017
13.824561,40,29.756849
4.078338,40,29.763675
11.326198,40,29.770476
24.517507,40,29.777314
24.517507,40,29.784162
13.824561,40,29.790973
13.226198,40,29.797785
13.824561,40,29.804604
13.726198,40,29.811373
24.310789,40,29.818119
13.926198,40,29.824942
4.007193,40,30.15076
4.007193,40,30.158231
13.824561,40,30.165509
24.810789,40,30.172605
24.310789,40,30.17964
13.824561,40,30.186499
13.824561,40,30.193292
4.007193,40,30.200151
24.517507,40,30.206984
24.810789,40,30.213751
13.824561,40,30.220599
13.926198,40,30.227354
13.424561,40,30.234189
24.310789,40,30.241059
24.310789,40,30.247845
13.824561,40,30.254641
24.310789,40,30.261451
24.517507,40,30.26821
24.310789,40,30.27499
4.407193,40,30.281795
13.824561,40,30.288778
3.307193,40,30.295735
4.007193,40,30.302616
25.410789,40,30.309418
24.517507,40,30.316205
4.007193,40,30.322987
13.824561,40,30.3298
4.078338,40,30.336553
23.710789,40,30.343337
24.310789,40,30.350068
24.310789,40,30.356812
4.107193,40,30.363626
13.326198,40,30.370362
13.326198,40,30.377145
24.310789,40,30.38395
5.178338,40,30.390715
24.517507,40,30.397488
13.926198,40,30.40424
24.517507,40,30.410956
12.624561,40,30.418027
24.310789,40,30.42499
4.007193,40,30.431863
23.310789,40,30.438706
4.178338,40,30.44557
13.824561,40,30.452387
13.926198,40,30.4592
13.824561,40,30.466087
4.007193,40,30.472928
4.007193,40,30.479742
13.824561,40,30.486621
0.582559,40,30.493423
3.607193,40,30.822773
4.007193,40,30.830049
13.924561,40,30.836982
13.926198,40,30.844009
4.078338,40,30.85114
13.926198,40,30.858642
4.078338,40,30.865807
24.310789,40,30.873179
24.310789,40,30.880281
23.310789,40,30.887268
23.710789,40,30.894097
13.824561,40,30.900947
4.007193,40,30.907757
23.710789,40,30.914534
13.124561,40,30.921368
23.110789,40,30.928169
24.310789,40,30.934917
13.326198,40,30.941939
4.078338,40,30.948722
4.407193,40,30.955531
13.824561,40,30.96231
24.517507,40,30.969088
13.926198,40,30.975833
23.710789,40,30.982645
13.824561,40,30.989448
24.310789,40,30.996223
2.728985,40,31.002936
13.926198,40,31.009676
13.824561,40,31.016723
4.178338,40,31.023648
