#{"t_start": 1762118954.1241758, "env_id": "None"}
r,l,t
13.926198,40,31.03052
24.310789,40,31.037327
13.824561,40,31.044141
3.778338,40,31.050941
4.740398,40,31.057732
24.310789,40,31.064529
13.824561,40,31.071381
24.517507,40,31.078174
23.710789,40,31.08496
13.824561,40,31.091789
13.824561,40,31.098594
3.378338,40,31.10539
24.310789,40,31.112211
13.824561,40,31.119028
24.310789,40,31.126004
24.310789,40,31.132891
4.078338,40,31.139666
12.926198,40,31.146438
13.824561,40,31.153265
4.007193,40,31.160102
0.957249,40,31.166943
24.517507,40,31.173723
24.310789,40,31.502295
4.407193,40,31.50941
13.424561,40,31.516194
24.310789,40,31.522967
4.107193,40,31.529677
4.007193,40,31.536386
12.624561,40,31.54307
3.004461,40,31.549754
4.007193,40,31.556456
24.310789,40,31.563199
13.824561,40,31.569979
4.807193,40,31.576817
-0.596081,40,31.583624
13.126198,40,31.590476
13.124561,40,31.597782
4.078338,40,31.604945
3.307193,40,31.61184
13.824561,40,31.618727
-1.984636,40,31.625578
13.824561,40,31.632447
24.517507,40,31.639294
24.310789,40,31.646091
24.310789,40,31.652919
24.310789,40,31.659761
1.375814,40,31.666843
4.607193,40,31.673774
24.517507,40,31.68053
13.824561,40,31.68731
4.007193,40,31.694013
4.078338,40,31.700685
24.517507,40,31.707791
1.375814,40,31.71486
13.824561,40,31.721767
13.424561,40,31.728605
24.310789,40,31.735603
4.505745,40,31.742538
4.607193,40,31.749293
4.007193,40,31.75604
0.506237,40,31.762753
4.178338,40,31.769387
1.920021,40,31.77618
4.078338,40,31.782868
4.007193,40,31.789554
4.007193,40,31.796293
13.824561,40,31.802987
13.824561,40,31.80971
3.378338,40,31.816422
-0.344451,40,31.823415
0.786253,40,31.830528
1.557249,40,31.837528
13.824561,40,31.844433
24.310789,40,32.173224
12.926198,40,32.180545
13.824561,40,32.187509
4.007193,40,32.194412
-0.217441,40,32.201255
24.310789,40,32.208108
13.824561,40,32.214981
24.310789,40,32.22179
4.007193,40,32.228587
23.510789,40,32.235395
12.824561,40,32.242242
24.517507,40,32.249065
24.310789,40,32.255889
13.824561,40,32.2627
13.926198,40,32.269482
13.124561,40,32.276315
24.310789,40,32.283365
24.310789,40,32.290319
4.007193,40,32.297169
24.310789,40,32.304067
24.310789,40,32.310923
13.424561,40,32.317751
13.424561,40,32.324565
-0.417864,40,32.33136
4.007193,40,32.338149
13.824561,40,32.344973
22.810789,40,32.351781
23.710789,40,32.35859
2.607193,40,32.365397
4.007193,40,32.372173
24.517507,40,32.378977
24.310789,40,32.385751
23.710789,40,32.392559
4.078338,40,32.399386
23.710789,40,32.406243
4.007193,40,32.413071
12.926198,40,32.419937
13.226198,40,32.426759
24.517507,40,32.433593
13.824561,40,32.440437
23.817507,40,32.447261
4.007193,40,32.454106
13.824561,40,32.46098
24.310789,40,32.467862
24.310789,40,32.474724
24.310789,40,32.481607
4.078338,40,32.488439
24.517507,40,32.495265
24.310789,40,32.502099
4.078338,40,32.508917
13.124561,40,32.515794
24.310789,40,32.842813
24.310789,40,32.85016
24.517507,40,32.857133
2.607193,40,32.864132
13.824561,40,32.871037
13.226198,40,32.877933
13.824561,40,32.884766
22.710789,40,32.891731
4.007193,40,32.898594
24.310789,40,32.905429
13.926198,40,32.912237
4.007193,40,32.919036
3.007193,40,32.925886
13.226198,40,32.932684
4.178338,40,32.93952
3.778338,40,32.9463
13.926198,40,32.953398
13.424561,40,32.960395
23.710789,40,32.967278
24.517507,40,32.974197
4.078338,40,32.98101
13.926198,40,32.987818
4.078338,40,32.99459
-0.48764,40,33.001389
13.926198,40,33.008227
4.407193,40,33.015092
13.824561,40,33.021918
24.310789,40,33.028776
13.926198,40,33.03559
23.817507,40,33.042398
4.078338,40,33.049166
23.817507,40,33.055962
24.310789,40,33.062944
13.824561,40,33.069861
4.007193,40,33.076663
13.926198,40,33.083426
4.007193,40,33.090194
24.517507,40,33.096952
22.810789,40,33.103697
13.824561,40,33.110459
24.310789,40,33.117201
13.824561,40,33.123929
13.824561,40,33.130694
13.926198,40,33.137402
13.926198,40,33.144111
1.143064,40,33.150847
13.824561,40,33.157559
24.310789,40,33.16429
23.710789,40,33.17104
24.517507,40,33.177784
13.326198,40,33.184484
4.107193,40,33.515799
23.710789,40,33.523395
13.326198,40,33.531134
24.517507,40,33.538295
13.926198,40,33.545146
23.710789,40,33.552143
13.326198,40,33.559137
13.926198,40,33.565947
4.007193,40,33.573
12.524561,40,33.580109
13.424561,40,33.586958
13.824561,40,33.593886
13.824561,40,33.600798
13.424561,40,33.607656
4.007193,40,33.614476
4.078338,40,33.621218
13.824561,40,33.628103
24.310789,40,33.634982
2.607193,40,33.64182
13.824561,40,33.648635
13.124561,40,33.655482
23.710789,40,33.662306
24.517507,40,33.669115
13.824561,40,33.675924
24.517507,40,33.682727
3.607193,40,33.689545
13.824561,40,33.696346
13.926198,40,33.703245
-0.845242,40,33.71004
13.926198,40,33.716869
13.824561,40,33.723732
13.926198,40,33.730575
4.078338,40,33.737432
23.710789,40,33.744228
24.310789,40,33.751043
13.824561,40,33.757883
-0.106758,40,33.764649
13.926198,40,33.771451
4.007193,40,33.778192
13.824561,40,33.785079
-3.983374,40,33.791956
4.407193,40,33.798768
24.517507,40,33.805527
4.007193,40,33.812347
-27.289546,40,33.819195
13.824561,40,33.826081
13.824561,40,33.832925
4.407193,40,33.83976
4.078338,40,33.846547
23.110789,40,33.853339
23.710789,40,33.860106
4.007193,40,34.18231
13.824561,40,34.189506
24.517507,40,34.196425
24.310789,40,34.203261
13.926198,40,34.210104
24.310789,40,34.216993
4.407193,40,34.223803
4.007193,40,34.230598
23.710789,40,34.237475
24.310789,40,34.244297
4.407193,40,34.25114
13.124561,40,34.258021
-2.06058,40,34.264877
-1.448086,40,34.271781
13.824561,40,34.278726
13.924561,40,34.285579
1.670765,40,34.292454
13.926198,40,34.299215
13.926198,40,34.305993
12.926198,40,34.31276
13.926198,40,34.319519
24.310789,40,34.326334
24.310789,40,34.333187
24.310789,40,34.339947
13.824561,40,34.346719
13.926198,40,34.35348
13.824561,40,34.360244
24.517507,40,34.367024
4.614016,40,34.374021
24.517507,40,34.380752
24.517507,40,34.38751
24.517507,40,34.394472
2.722111,40,34.401407
13.824561,40,34.408301
23.710789,40,34.415187
13.926198,40,34.422104
24.310789,40,34.428953
4.078338,40,34.435766
23.710789,40,34.442605
13.326198,40,34.449488
13.926198,40,34.456334
5.107193,40,34.463302
24.517507,40,34.470193
23.817507,40,34.477016
24.517507,40,34.48379
13.824561,40,34.490623
24.310789,40,34.497417
13.824561,40,34.504273
13.824561,40,34.511204
4.007193,40,34.518195
24.517507,40,34.524995
24.310789,40,34.531794
12.424561,40,34.860771
23.710789,40,34.867976
13.824561,40,34.874915
-1.708469,40,34.881745
13.824561,40,34.888577
13.824561,40,34.895398
13.926198,40,34.90217
4.007193,40,34.909022
13.424561,40,34.915858
25.817507,40,34.922668
4.007193,40,34.929527
24.517507,40,34.936291
13.926198,40,34.943044
13.824561,40,34.949906
2.607193,40,34.956709
13.824561,40,34.963483
13.824561,40,34.970548
4.007193,40,34.977542
2.488481,40,34.984366
4.007193,40,34.991206
-1.477947,40,34.997973
24.310789,40,35.004735
12.726198,40,35.011489
24.810789,40,35.018295
-1.148086,40,35.025022
-0.40067,40,35.03173
13.824561,40,35.038497
13.124561,40,35.045342
24.310789,40,35.052176
13.926198,40,35.058933
13.926198,40,35.06572
0.625064,40,35.072478
12.824561,40,35.079632
13.326198,40,35.086621
24.310789,40,35.093556
13.924561,40,35.100465
4.078338,40,35.107322
24.517507,40,35.114206
13.824561,40,35.121054
23.710789,40,35.127959
24.310789,40,35.134848
13.824561,40,35.14173
13.124561,40,35.14857
13.824561,40,35.155516
4.078338,40,35.162641
4.107193,40,35.169684
24.310789,40,35.176764
4.007193,40,35.183731
4.178338,40,35.190583
4.078338,40,35.197402
13.926198,40,35.204238
4.007193,40,35.536176
24.517507,40,35.543244
23.710789,40,35.550127
3.607193,40,35.557011
13.824561,40,35.563819
13.424561,40,35.570636
4.078338,40,35.577464
24.310789,40,35.584233
12.024561,40,35.591056
4.078338,40,35.597881
24.517507,40,35.604689
25.817507,40,35.611473
24.310789,40,35.618294
13.824561,40,35.625091
24.310789,40,35.631888
3.507193,40,35.638707
13.926198,40,35.645745
4.078338,40,35.652691
24.517507,40,35.659561
13.824561,40,35.666406
13.926198,40,35.673291
13.926198,40,35.680206
24.517507,40,35.687045
13.926198,40,35.693905
3.607193,40,35.700742
24.810789,40,35.707565
13.824561,40,35.714399
4.078338,40,35.721224
24.310789,40,35.728074
3.778338,40,35.734891
13.824561,40,35.741705
24.517507,40,35.748517
4.007193,40,35.755329
3.17866,40,35.762111
24.517507,40,35.768859
24.517507,40,35.776068
12.424561,40,35.783161
24.310789,40,35.790152
13.824561,40,35.797124
23.710789,40,35.804112
13.824561,40,35.811068
13.824561,40,35.817962
13.824561,40,35.824893
4.078338,40,35.831811
3.668552,40,35.838721
4.078338,40,35.845592
24.310789,40,35.852495
24.310789,40,35.859379
4.078338,40,35.866301
4.007193,40,35.873181
24.310789,40,35.880081
5.107193,40,36.21228
24.317507,40,36.219554
0.414691,40,36.226511
4.007193,40,36.23348
24.517507,40,36.240399
24.310789,40,36.247331
24.517507,40,36.254196
24.517507,40,36.261059
13.124561,40,36.267971
13.824561,40,36.27483
24.310789,40,36.281717
4.007193,40,36.288607
4.107193,40,36.295492
3.707193,40,36.302328
23.317507,40,36.309306
24.310789,40,36.316234
4.078338,40,36.323046
3.578338,40,36.329812
13.824561,40,36.33662
13.824561,40,36.343469
23.817507,40,36.350276
13.926198,40,36.357045
4.007193,40,36.363853
24.310789,40,36.370612
4.007193,40,36.377399
24.517507,40,36.384174
4.178338,40,36.390925
4.007193,40,36.397701
2.707193,40,36.404504
13.926198,40,36.411241
13.926198,40,36.418003
13.926198,40,36.424767
4.007193,40,36.43178
4.007193,40,36.438723
23.010789,40,36.445613
13.224561,40,36.452452
-2.137373,40,36.459266
24.310789,40,36.466104
3.607193,40,36.472939
13.824561,40,36.479778
4.007193,40,36.486591
3.707193,40,36.493378
24.517507,40,36.500199
23.710789,40,36.507045
24.310789,40,36.513835
13.824561,40,36.52068
24.310789,40,36.527528
13.424561,40,36.534372
24.310789,40,36.541247
24.310789,40,36.548097
13.824561,40,36.55494
13.824561,40,36.914769
13.824561,40,36.922209
3.607193,40,36.929588
13.824561,40,36.936562
13.824561,40,36.943513
23.310789,40,36.950462
13.824561,40,36.957429
4.107193,40,36.964369
2.607193,40,36.971312
13.926198,40,36.97819
13.824561,40,36.985118
4.007193,40,36.992067
3.007193,40,36.998988
0.500091,40,37.005898
4.078338,40,37.012801
23.710789,40,37.019754
24.310789,40,37.026651
24.517507,40,37.033732
4.078338,40,37.040835
4.078338,40,37.047818
13.824561,40,37.054789
24.810789,40,37.061674
-0.523611,40,37.068552
4.007193,40,37.075494
13.926198,40,37.082362
13.824561,40,37.089286
13.824561,40,37.096179
24.810789,40,37.10309
24.310789,40,37.109956
2.188254,40,37.116868
4.107193,40,37.123754
13.824561,40,37.130651
24.310789,40,37.137503
-0.769464,40,37.144367
24.517507,40,37.151252
13.824561,40,37.158287
24.310789,40,37.165171
22.517507,40,37.171993
0.060426,40,37.178774
-1.743065,40,37.185545
24.310789,40,37.192282
13.824561,40,37.199045
24.310789,40,37.205787
5.175632,40,37.212508
4.007193,40,37.219242
23.710789,40,37.225978
23.710789,40,37.232716
24.310789,40,37.239453
13.824561,40,37.246143
24.310789,40,37.252848
24.517507,40,37.259516
4.107193,40,37.588923
13.424561,40,37.596204
13.824561,40,37.60319
24.517507,40,37.610089
13.824561,40,37.616977
12.524561,40,37.623891
4.007193,40,37.630772
4.078338,40,37.637658
13.926198,40,37.644505
24.310789,40,37.65137
13.824561,40,37.65823
4.007193,40,37.665111
13.824561,40,37.671936
13.926198,40,37.67877
13.926198,40,37.685609
24.810789,40,37.692463
4.007193,40,37.699653
23.817507,40,37.706626
13.926198,40,37.713474
24.517507,40,37.720296
13.824561,40,37.727138
24.010789,40,37.733938
3.607193,40,37.740782
24.517507,40,37.747664
24.310789,40,37.754524
13.926198,40,37.761325
24.310789,40,37.76819
4.078338,40,37.774928
13.926198,40,37.781694
24.310789,40,37.788479
13.124561,40,37.795323
23.110789,40,37.802138
4.307193,40,37.809101
-1.148086,40,37.816133
13.824561,40,37.823043
24.517507,40,37.829928
12.726198,40,37.836823
24.310789,40,37.843692
3.307193,40,37.850516
13.926198,40,37.857358
13.824561,40,37.864176
3.107193,40,37.871048
13.824561,40,37.877922
13.824561,40,37.884691
13.824561,40,37.891524
24.517507,40,37.898789
13.824561,40,37.906134
3.507193,40,37.913056
13.824561,40,37.919935
4.007193,40,37.926799
24.310789,40,37.933623
13.824561,40,37.940877
24.310789,40,38.269469
4.078338,40,38.276719
4.078338,40,38.283658
4.007193,40,38.290602
13.824561,40,38.297513
4.078338,40,38.304432
13.824561,40,38.311327
4.775632,40,38.318142
4.007193,40,38.324976
2.335587,40,38.331846
23.710789,40,38.338713
4.407193,40,38.345592
22.810789,40,38.352434
24.310789,40,38.359281
4.007193,40,38.366123
4.007193,40,38.372946
24.310789,40,38.379748
13.926198,40,38.386819
13.824561,40,38.393856
4.078338,40,38.400771
4.078338,40,38.407669
-4.799017,40,38.414597
13.926198,40,38.421481
24.310789,40,38.428377
4.078338,40,38.435276
4.007193,40,38.442154
24.310789,40,38.449022
12.726198,40,38.455893
24.310789,40,38.462722
4.605364,40,38.469601
4.078338,40,38.476426
24.310789,40,38.483231
24.310789,40,38.490082
24.310789,40,38.497089
4.078338,40,38.503935
13.824561,40,38.510741
4.078338,40,38.517517
13.824561,40,38.524329
24.517507,40,38.531098
24.310789,40,38.537897
13.824561,40,38.544637
13.124561,40,38.551394
25.510789,40,38.558215
4.078338,40,38.564976
24.517507,40,38.571751
24.310789,40,38.578562
13.926198,40,38.585279
13.824561,40,38.592064
13.926198,40,38.598824
13.824561,40,38.605644
4.078338,40,38.612408
24.310789,40,38.940132
13.226198,40,38.947412
13.824561,40,38.954315
24.310789,40,38.961154
13.824561,40,38.968002
4.078338,40,38.974811
24.310789,40,38.981652
24.310789,40,38.988492
4.007193,40,38.995299
-18.319139,40,39.002107
4.078338,40,39.008966
4.078338,40,39.015736
4.078338,40,39.022511
4.107193,40,39.029296
13.824561,40,39.036056
4.007193,40,39.042852
13.824561,40,39.05014
24.517507,40,39.057192
-1.432879,40,39.064167
24.310789,40,39.071152
13.824561,40,39.078102
13.824561,40,39.085047
24.517507,40,39.09193
4.007193,40,39.098815
24.310789,40,39.105713
13.926198,40,39.112595
13.926198,40,39.119465
13.424561,40,39.126373
24.310789,40,39.133262
4.078338,40,39.140119
24.517507,40,39.147052
4.007193,40,39.153925
4.078338,40,39.161012
23.710789,40,39.167911
5.175632,40,39.174759
24.310789,40,39.181608
12.926198,40,39.188441
24.310789,40,39.195299
3.168552,40,39.202177
-2.057271,40,39.209022
24.310789,40,39.215864
4.007193,40,39.222687
24.517507,40,39.229482
24.517507,40,39.236297
24.517507,40,39.243098
24.310789,40,39.249936
13.824561,40,39.256717
4.007193,40,39.263554
4.607193,40,39.270554
24.517507,40,39.277489
4.078338,40,39.284372
4.007193,40,39.610738
24.517507,40,39.617848
4.007193,40,39.624778
13.926198,40,39.631635
4.007193,40,39.638514
13.926198,40,39.645353
4.107193,40,39.652234
4.007193,40,39.659089
4.007193,40,39.665979
-1.659551,40,39.672833
13.824561,40,39.679625
13.326198,40,39.686459
4.007193,40,39.693287
4.407193,40,39.700119
4.007193,40,39.706972
24.310789,40,39.713799
13.824561,40,39.720847
24.310789,40,39.727802
4.886956,40,39.734661
4.407193,40,39.741514
23.710789,40,39.748371
24.517507,40,39.755245
4.007193,40,39.762092
13.824561,40,39.768938
4.007193,40,39.775789
4.007193,40,39.782644
13.824561,40,39.789457
4.007193,40,39.796307
13.824561,40,39.803151
23.710789,40,39.809991
4.007193,40,39.81687
24.517507,40,39.82371
23.710789,40,39.830678
13.926198,40,39.837586
13.926198,40,39.844445
13.926198,40,39.851295
4.078338,40,39.858168
13.824561,40,39.865014
13.926198,40,39.871811
13.926198,40,39.878602
13.824561,40,39.885391
4.007193,40,39.892278
13.824561,40,39.899104
24.517507,40,39.905895
13.824561,40,39.912746
4.007193,40,39.919543
24.310789,40,39.926299
24.310789,40,39.933061
24.517507,40,39.94033
24.810789,40,39.947407
23.710789,40,39.95431
13.824561,40,40.283017
0.243292,40,40.290192
13.226198,40,40.297089
13.824561,40,40.304024
12.726198,40,40.310859
13.824561,40,40.317703
24.310789,40,40.324554
13.824561,40,40.331403
4.007193,40,40.338269
13.926198,40,40.345077
13.824561,40,40.351936
24.517507,40,40.358704
24.310789,40,40.365565
1.346329,40,40.372372
-3.93532,40,40.379181
4.078338,40,40.385981
23.817507,40,40.392916
4.007193,40,40.399895
-4.063864,40,40.406783
24.517507,40,40.413636
-30.622493,40,40.420485
24.310789,40,40.427374
13.824561,40,40.434238
4.078338,40,40.441097
13.824561,40,40.447925
12.824561,40,40.454752
13.824561,40,40.461578
4.007193,40,40.46843
13.824561,40,40.475275
4.007193,40,40.482164
24.517507,40,40.488982
13.124561,40,40.495784
24.310789,40,40.502829
24.517507,40,40.509784
4.407193,40,40.51668
13.926198,40,40.52357
24.517507,40,40.530372
24.517507,40,40.537218
4.007193,40,40.544062
4.078338,40,40.550873
13.926198,40,40.557678
13.926198,40,40.564504
2.607193,40,40.571299
23.210789,40,40.578182
4.007193,40,40.584987
24.517507,40,40.591785
13.824561,40,40.59864
24.517507,40,40.605439
13.824561,40,40.612253
24.310789,40,40.619069
24.310789,40,40.62605
