player,avg_bitrate_kbps,total_rebuffer_s,switches,ViewerScore
BB,716.25,0.8524714323865668,30.5,78.62590145042125
DRL,712.5,1.7049428647731335,6.5,84.1206553598589
Fixed,900.0,17.5437848272541,0.0,55.00000000000001
RB,570.0,1.276799579486991,3.0,79.24138855384561
